firstName,lastName,birthday,language,location
Yudhveer,Bakoliya,1970-07-01,Chinese,United States
Rana,Ranbir,1969-06-21,Spanish,Spain
Scott,Cavalheiro,1965-09-05,English,Germany
Shen,Lin,1968-04-05,English,United States
Edmilson,Filho,1976-11-12,Korean,Korea
Harbhajan,Mann,1992-02-24,English,Japan
Mithra,Kurian,1978-02-01,Japanese,Germany
Katt,Williams,1973-09-25,Chinese,United States
Roshan,Prince,1967-09-13,English,Canada
Armistead,Maupin,1996-05-24,German,Japan
Mncedisi,Shabangu,1964-03-05,Korean,Korea
Darsheel,Safary,1995-05-11,English,Germany
John,Arcilla,1967-01-16,Korean,United States
Milan,Maric,1961-05-11,French,China
Lakshmi,Manchu,1981-12-25,Japanese,United States
Ronnie,Coleman,1977-09-30,German,Japan
Zach,McGowan,1969-07-31,English,Japan
Gisela,Ponce,1965-06-13,Japanese,Korea
Joaquín,Ferreira,1993-12-20,English,China
Becky,G.,1961-10-17,Korean,United States
Gang,Dong-won,1970-03-06,English,United States
Joe,Taslim,1974-08-02,French,France
Ron,White,1957-01-09,English,Japan
Barun,Chanda,1959-01-26,German,Germany
Diljit,Dosanjh,1953-05-25,Japanese,Canada
Dan,Stevens,1991-03-18,English,Japan
Kandido,Uranga,1964-09-03,English,France
Sandrinna,M,2000-11-01,Korean,Canada
Maggie,Gyllenhaal,1976-07-20,Japanese,United States
Anders,Danielsen,1968-10-12,English,United States
Keith,David,1973-02-04,English,China
Mo,Amer,1981-07-10,Korean,Japan
Puteri,Aishah,1990-06-02,Spanish,France
Travis,Tope,1976-06-07,Spanish,France
Florence,Pugh,1990-05-02,Korean,Germany
Satinder,Sartaaj,1965-07-25,English,United States
Cassandra,Scerbo,1982-08-04,Chinese,United States
Russell,Brand,1963-03-13,German,United States
John,Cleese,1960-02-06,English,Germany
Steve,Martin,1972-10-16,Japanese,France
Morgan,Neundorf,2001-01-22,Japanese,Canada
Adesh,Bhardwaj,1980-09-17,Spanish,France
Deep,Joshi,1963-05-30,Japanese,United States
Gurdas,Maan,1970-12-21,Chinese,Canada
Sarabjit,Cheema,1987-06-23,French,Germany
Amrinder,Gill,1970-07-08,German,Spain
Nandu,Madhav,1989-08-27,Chinese,France
Ravinder,Grewal,1957-03-06,English,United States
Ranjit,Bawa,1997-09-09,English,United States
Jackie,Shroff,1994-01-06,Korean,Korea
Kunal,Kapoor,1962-03-21,Chinese,United States
Rajpal,Yadav,1964-06-20,German,Japan
Gurpreet,Guggi,1987-11-19,Korean,United States
Ashleigh,Ball,1966-05-22,German,Canada
Gabriel,Sunday,1991-01-11,Korean,Canada
Shivam,Patil,1972-03-24,English,Japan
Neeru,Bajwa,1963-11-28,French,United States
Kulraj,Randhawa,1975-12-29,English,China
Soumitra,Chatterjee,2003-09-07,Japanese,Spain
Miss,Pooja,1997-01-02,German,United States
Sippy,Gill,1982-01-21,English,China
Rajat,Barmecha,1978-08-31,Chinese,Spain
Feroze,Khan,1963-11-20,Chinese,Canada
Júlio,Andrade,1955-03-29,German,Korea
Li,Yi,1988-11-08,English,Japan
Quincy,Jones,1986-01-12,Chinese,Canada
Marwan,Kenzari,1966-10-11,Spanish,Korea
Ben,Mendelsohn,1973-06-28,German,United States
Alessandro,Borghi,2000-09-23,Spanish,Korea
Barry,Atsma,1950-04-06,English,Germany
John,Krasinski,1977-08-13,Japanese,Korea
Shannon,Purser,1954-01-18,English,United States
Anna,Mouglalis,2000-05-27,English,France
Peter,Ho,1989-08-05,English,Germany
Benoît,Magimel,1962-11-16,English,Korea
Tanmay,Dhanania,1964-05-30,English,United States
Geetanjali,Thapa,1978-07-26,Chinese,France
Saharsh,Kumar,1962-11-23,French,United States
Shefali,Shah,1970-01-29,Korean,Germany
Mathieu,Kassovitz,1969-01-01,French,China
Vito,Sanz,1966-10-08,German,France
Tapsee,Pannu,2003-04-26,Korean,Canada
Mahesh,Babu,1993-07-16,Spanish,Canada
Maria,Bamford,1950-05-26,Chinese,Spain
Robb,Wells,1997-01-17,English,Germany
Sun,Qian,1993-07-08,Chinese,United States
Kyle,Harvey,1994-05-22,English,United States
Joseph,Vijay,1993-07-15,Spanish,Germany
Yoo,Byung,1981-11-17,English,Germany
Harshvardhan,Kapoor,1993-05-17,English,United States
Daniel,Doheny,1957-07-03,Spanish,Canada
Zion,Clark,1972-06-03,Japanese,Korea
Alia,Bhatt,1963-03-14,English,United States
Tiger,Shroff,1968-07-29,German,Japan
Arjun,Mathur,1965-06-10,Chinese,France
Taito,Ban,1975-05-21,Korean,Japan
Kristen,Bell,1989-03-11,Chinese,United States
Irfan,Khan,1989-04-08,English,Canada
Aditya,Roy,1965-04-19,Spanish,Canada
Karisma,Kapoor,1986-05-19,Spanish,Germany
Randeep,Hooda,1966-04-22,Korean,Canada
Pankaj,Kapur,1957-07-21,Chinese,Canada
Mark,Schneider,1999-04-02,Spanish,Canada
Mora,Arenillas,1976-10-05,Korean,Spain
Jane,Turner,1954-03-24,French,United States
Nathalie,Odzierejko,1968-05-12,Chinese,Korea
Coco,Celis,1970-08-31,English,United States
Michael,Peña,1966-11-02,German,United States
Jim,Gaffigan,1990-11-23,Spanish,Spain
Juan,Diego,1961-01-31,French,United States
Kelli,Berglund,1971-08-12,French,Germany
Francisca,Lozano,1957-03-01,English,Spain
Lee,Byung-hun,1955-10-17,Chinese,United States
Luciano,Mellera,1984-12-06,English,Spain
Felipe,Esparza,1997-02-05,French,China
Joan,Rivers,1976-10-01,Japanese,Japan
Zhao,Jun,1985-11-30,Chinese,Germany
Alia,Shawkat,1978-04-14,Chinese,Spain
Gulshan,Grover,1977-12-14,German,United States
Sanjay,Suri,1990-03-11,French,Germany
Sofía,Sisniega,1951-02-13,English,Spain
Shashank,Arora,1978-06-01,French,Canada
Alma,Terzic,1981-10-26,Japanese,Canada
Jack,Lowden,1983-02-22,English,United States
Jani,Dueñas,1986-07-07,Spanish,Canada
Adrián,Uribe,1993-09-16,English,Japan
Maika,Monroe,1959-02-27,English,Germany
W.,Kamau,2003-06-22,Spanish,Germany
Rie,Kugimiya,1984-04-18,Japanese,China
Sarah,Stern,1974-12-09,English,France
Chloë,Grace,1960-08-27,Chinese,United States
Vicky,Kaushal,1968-07-12,Spanish,Germany
Guy,Amir,1985-06-03,Chinese,United States
Bárbara,Lennie,1989-01-22,German,Canada
Pietro,Sibille,1970-08-15,English,Canada
Osamah,Sami,1988-07-20,Korean,Korea
Kritika,Sachdeva,1997-11-18,English,United States
Jay,Duplass,1973-03-22,Korean,Germany
Felix,Starck,2001-08-14,French,France
Fernando,Sanjiao,1997-04-30,Chinese,Germany
Gillian,Jacobs,2003-01-15,German,Japan
Tig,Notaro,1976-10-06,Japanese,France
Kagiso,Lediga,1971-06-30,English,United States
Yasuo,Yamada,1976-05-03,Spanish,France
Ali,Wong,2003-11-19,Chinese,Canada
Michael,Bacall,1962-09-26,Chinese,China
Carlos,Ballarta,1997-03-14,German,France
Hari,Kondabolu,1997-05-09,Japanese,Canada
Helge,Schneider,1971-06-03,Chinese,France
James,Ransone,1972-05-22,English,Canada
Jed,Ress,1978-12-07,English,Canada
Dany,Boon,1956-05-18,German,China
Marco,Giallini,1985-12-04,English,China
Danna,Paola,1976-02-12,Chinese,Canada
Zhang,Hanyu,1950-09-07,Korean,Canada
Jean-Paul,Ly,1990-05-22,English,Canada
Sushama,Deshpande,1978-03-26,German,United States
Tony,Schiena,1950-10-10,French,Canada
Imanol,Arias,1950-05-10,Japanese,Canada
Kimberly-Sue,Murray,1960-10-01,German,Japan
Prakash,Raj,1974-06-29,English,United States
Amit,Sadh,1953-11-12,English,Korea
Tahar,Rahim,1958-11-24,French,France
Christina,Hendricks,1999-07-09,Japanese,United States
Karra,Elejalde,1951-07-30,Japanese,United States
Enissa,Amani,1988-05-18,Japanese,United States
Bill,Nye,1971-12-16,English,United States
Fábio,Lucindo,1961-10-08,German,Spain
Ryu,Seung-ryong,1984-03-25,French,Germany
Lucy,Hale,1952-04-22,English,Canada
Ed,Harris,1987-07-07,English,France
Johnny,Massaro,2001-04-02,Japanese,China
Chiwetel,Ejiofor,1992-06-10,Spanish,China
Vincent,Elbaz,1958-09-28,English,Spain
Carlos,Bardem,1978-02-13,English,Spain
Greg,Davies,1982-02-18,English,Canada
Abbi,Jacobson,1977-02-02,English,China
Michael,Rainey,1961-06-20,Korean,Japan
Ram,Dass,1993-03-08,English,Canada
Michael,Angarano,1972-07-04,English,France
Lucas,Lauriente,1994-04-12,Spanish,Korea
Johnathon,Schaech,2002-01-18,German,United States
Lee,Pace,1983-10-29,English,Canada
Elvire,Emanuelle,1987-04-13,English,Spain
Noël,Wells,1950-04-17,German,Korea
Sofía,Niño,1968-04-10,Japanese,China
James,Acaster,1973-02-28,Korean,France
Mary,Joy,1981-03-05,French,Germany
Nora,El,1961-10-21,Korean,United States
Neil,Young,2003-06-29,English,United States
Chanté,Adams,1952-12-11,Spanish,United States
Zaira,Wasim,1950-08-26,Korean,United States
Gabriel,Bateman,1975-11-17,French,Canada
Björn,Kjellman,1974-11-24,English,Japan
Magdalena,Boczarska,1973-06-30,German,France
Woo-sung,Jung,1989-01-10,English,Japan
Ricky,Gervais,1975-10-25,Japanese,Germany
Scott,Menville,1960-10-11,Japanese,United States
Haruka,Shiraishi,1979-01-31,Spanish,Japan
Jared,Leto,1953-08-28,German,United States
Malena,Pichot,1963-09-06,English,United States
Natalia,Valdebenito,1992-04-06,English,Korea
Marc-André,Grondin,1982-09-12,Chinese,China
Louis,Mandylor,1996-08-24,Japanese,Canada
Azealia,Banks,1974-01-07,German,Germany
Olaf,Schubert,1955-10-09,English,Spain
Harsh,Chhaya,1954-06-09,Spanish,Japan
Berto,Romero,1960-06-03,English,United States
John,Paul,1975-07-15,English,Canada
Barun,Sobti,1960-09-08,Spanish,Germany
Baek,Yoon-sik,1982-03-29,English,Korea
Sandra,Escacena,2000-03-03,English,Germany
Alexander,Skarsgård,1976-04-17,Chinese,Canada
Ha-neul,Kang,2002-10-31,English,France
Ryosuke,Yamada,1977-02-06,Korean,France
Gugu,Mbatha-Raw,1954-01-31,English,United States
Gloria,Allred,1980-04-01,English,Canada
Rafe,Spall,1974-06-04,English,Canada
Alexandra,Borbély,1972-09-15,Japanese,Spain
Dong-hwi,Lee,1996-11-04,Korean,Spain
Nicholas,Hoult,1958-11-12,Japanese,China
Selima,Taibi,1975-09-22,German,France
Macarena,García,1980-11-28,Japanese,Spain
Fakkah,Fuzz,1953-10-10,English,Japan
Sebastián,Marcelo,1990-10-22,English,Canada
Harith,Iskander,1963-02-03,Korean,China
Megalyn,Echikunwoke,1995-07-07,French,Korea
Dylan,Minnette,1963-10-01,Chinese,France
Nigel,ONeill,1998-08-30,Korean,Canada
Julián,Arango,1978-02-25,Spanish,United States
Ayelet,Zurer,1997-08-03,English,Spain
Kate,Bosworth,1988-08-27,English,United States
Kouki,Uchiyama,1991-06-01,English,China
Macon,Blair,1972-05-20,English,Japan
Romi,Park,1989-05-27,English,Japan
Katie,Aselton,1969-02-21,German,Canada
Seann,William,1961-12-23,Japanese,Korea
Ahmed,Sylla,1961-03-19,English,Germany
Lina,Larissa,2003-07-04,English,Canada
Todd,Barry,1955-06-21,English,United States
Nicholas,Day,1964-06-28,French,China
Carolina,Ardohain,1956-03-16,Japanese,Spain
Khiyla,Aynne,1990-12-27,English,China
Jeremiah,Tower,2000-03-14,English,United States
Russell,Howard,1956-09-09,English,United States
Eliza,Taylor,1956-02-08,English,Canada
Mithila,Palkar,1977-12-03,English,Canada
In-pyo,Cha,1990-01-08,Korean,France
Judd,Apatow,1989-08-31,Spanish,Spain
Craig,Ferguson,1958-04-06,English,France
Logan,Huffman,1995-02-24,English,Germany
Edward,Asner,1980-01-29,English,France
Joey,Camen,1974-12-04,German,Canada
Ia,Shugliashvili,1961-12-06,German,Spain
Don,Michael,1972-02-15,Korean,France
Ali,Suliman,1958-03-06,Spanish,Korea
Gay,Talese,1998-03-09,Japanese,United States
Sunny,Deol,1972-12-24,Chinese,Korea
Lewis,Rainer,1984-05-11,English,United States
Robert,Reich,1989-08-14,German,France
DeRay,Davis,1994-12-02,Chinese,Germany
Patrick,Huard,1976-04-16,English,United States
Alexis,de,1993-08-10,German,United States
Diogo,Morgado,1970-06-23,Chinese,Canada
Uttam,Kumar,1953-12-24,German,France
Yasser,Al,2003-01-25,Korean,Canada
Stefan,Kurt,1992-09-05,Chinese,United States
Min-ho,Lee,2002-02-01,Korean,China
Judah,Friedlander,1985-12-25,English,France
Elsa,Dorfman,1960-05-03,English,United States
Carson,Meyer,1975-12-15,Korean,United States
Joan,Didion,1980-09-11,French,United States
Reem,Kherici,1993-04-19,English,Germany
Kura,Forrester,1956-01-23,Spanish,Spain
Shammi,Kapoor,1975-06-15,Spanish,United States
Ahmad,Thaher,1971-04-12,English,Canada
Funda,Eryi?it,1989-07-19,Spanish,Germany
Samara,Weaving,1980-07-23,English,France
Hisham,Fageeh,1986-09-19,English,Japan
Javier,Cámara,1976-01-28,German,United States
Christina,Pazsitzky,1996-02-09,French,China
Rodney,Carrington,1988-02-03,German,Germany
Goo,Jin,1978-02-27,English,Japan
Jose,Coronado,1993-08-27,English,China
Scott,McNeil,1966-09-02,Japanese,Canada
Rolf,Lassgård,1959-05-08,Chinese,France
Arcelia,Ramírez,1958-07-04,French,United States
Carla,Gugino,1982-07-20,English,China
Loubna,Abidar,1969-12-27,French,United States
Lady,Gaga,1983-11-07,English,Korea
Suki,Waterhouse,1994-11-18,Japanese,Korea
Erica,Lindbeck,1956-10-22,German,Germany
Sreymoch,Sareum,1992-02-28,English,United States
Antoine,Fuqua,2002-08-27,Chinese,Canada
Nesta,Cooper,1976-11-18,English,Spain
Fabrizio,Copano,1979-05-15,Chinese,Germany
Hiroaki,Iwanaga,1969-09-19,Japanese,United States
Scott,Cohen,1953-03-08,Chinese,Germany
Rajiv,Kapoor,1966-09-23,English,Japan
Danny,Denzongpa,1993-02-06,Korean,France
Adam,Scott,1999-10-28,English,United States
Sanjeev,Kumar,1999-04-10,Chinese,Germany
Moritz,Jahn,1954-10-20,Japanese,China
Rocco,Siffredi,1967-03-09,Chinese,United States
Zeenat,Aman,1997-09-09,English,Spain
Edward,Norton,1995-03-08,English,United States
James,Freeman,1981-04-06,English,Canada
Leonardo,Sbaraglia,1982-12-15,Chinese,China
El,Negro,1964-01-02,French,Germany
Ryan,Hamilton,1950-09-09,Japanese,China
Rami,Malek,1980-07-30,Korean,Spain
Matthias,Habich,1955-05-02,Spanish,Germany
Lynne,Koplitz,1978-07-15,Korean,China
Montrail,Money,1989-04-17,Korean,Spain
Noomi,Rapace,1962-08-21,English,United States
Brad,Paisley,1951-12-24,English,Canada
Colin,Quinn,2002-02-08,Chinese,Germany
Robert,Richard,1959-05-11,French,China
Máximo,Hollander,1957-03-16,English,Canada
Maria,Bello,1999-12-27,Chinese,United States
Adam,Rayner,1969-08-27,English,Korea
Laura,Bailey,1962-03-07,German,Korea
Bryan,Fogel,1968-02-22,English,Germany
Fionn,OShea,1960-03-03,German,Canada
Chloe,East,1979-04-05,Korean,Canada
Topher,Grace,2003-01-30,German,United States
Michael,Silva,1997-09-20,German,United States
Jessica,Williams,1981-08-05,Spanish,China
Joe,Mande,1962-07-08,Korean,Japan
Aditi,Mittal,1968-03-24,English,France
Ari,Shaffir,1955-10-28,English,Korea
Marcel,Borràs,1983-01-25,French,United States
Brian,Atkinson,2003-05-25,French,France
Lily,Collins,1969-03-06,Chinese,Korea
Amanda,Arcuri,1956-01-12,English,France
Taylor,Schilling,1962-11-02,Chinese,Spain
Franck,Dubosc,1982-12-28,Japanese,Spain
Erdal,Be?ikçio?lu,1994-01-22,English,Korea
Nina,Pearce,1978-04-09,Chinese,Japan
Hans,Teeuwen,1997-06-15,Japanese,United States
Teo,Planell,1986-12-06,Korean,United States
Tilda,Swinton,1999-07-30,English,Korea
Eric,Bauza,1951-12-23,English,China
Rory,Scovel,1976-09-24,English,Canada
Haven,Paschall,1996-08-12,Japanese,Spain
Jiya,Anil,1999-03-28,French,Spain
Marco,Luque,1971-01-08,German,China
Jonathan,Kydd,1951-11-03,French,China
Nick,Kroll,1975-05-31,Japanese,Spain
Hae-Jin,Park,1968-11-24,Japanese,United States
Benjamin,Walker,1952-12-14,French,Canada
Iko,Uwais,1950-12-02,French,Canada
Ko,Soo,2000-11-14,Chinese,Germany
Rachael,Stirling,1974-05-24,English,Korea
Sandra,Oh,1978-02-11,Chinese,France
Cal,Seville,1971-06-03,German,United States
Jayaprakash,Radhakrishnan,1967-08-29,English,Japan
Melanie,Lynskey,1975-11-21,Spanish,Canada
Isis,Valverde,1974-01-13,English,Germany
Deepa,Sahi,1970-08-22,French,France
Eduard,Fernández,1963-02-27,French,Japan
Sarah,Silverman,1952-10-10,Japanese,Japan
Ola,Rapace,1956-04-09,Spanish,Korea
Takahiro,Sakurai,1965-09-05,English,France
Laerte,Coutinho,1972-05-02,German,Korea
Tracy,Morgan,1953-09-24,Spanish,Spain
Jena,Malone,1964-06-21,English,Spain
Tatiana,Pauhofová,1988-10-13,French,United States
Shirley,MacLaine,1960-01-23,English,United States
Roger,Stone,1953-02-04,Spanish,Germany
Julian,Barratt,1967-11-28,English,Canada
Robert,Naylor,1958-03-29,Spanish,Canada
Norm,MacDonald,1963-07-19,English,Korea
Manu,NNa,1962-12-14,English,Spain
Neil,deGrasse,1958-03-30,Chinese,United States
Sivakumar,Palakrishnan,1985-09-01,Korean,United States
Lucien,Jean-Baptiste,1968-01-10,Spanish,China
Romain,Duris,1959-01-17,English,France
Sarah,Fisher,1993-11-25,Spanish,Germany
Àlex,Monner,1956-06-01,Spanish,Korea
Roger,Guenveur,1960-01-25,Japanese,Spain
Steve,Coogan,1950-03-17,Korean,Spain
Robert,Gustafsson,1962-05-30,Japanese,Germany
Callum,Turner,1975-08-18,English,France
Keith,Lucas,1977-03-08,Spanish,Japan
Ludovico,Tersigni,1954-07-04,Chinese,United States
Charlotte,Le,1997-11-08,English,United States
Eduardo,Noriega,1953-11-08,Spanish,United States
Miguel,Rodarte,1953-07-30,English,United States
Connor,Lawrence,1987-09-04,English,Korea
Maribel,Verdú,1990-01-05,German,Canada
Jake,Johnson,1984-11-09,English,Canada
Zezé,Polessa,1951-01-07,French,Canada
Vinod,Mehra,1985-04-07,German,United States
Amruta,Subhash,1992-10-04,French,Japan
Shashi,Kapoor,1985-02-10,Japanese,Japan
Ana,Polvorosa,2003-02-20,German,China
Alan,Sabbagh,1995-03-04,Spanish,Canada
David,Hasselhoff,1971-03-07,Spanish,United States
Jason,Segel,1959-03-22,English,Japan
Felipe,Neto,2001-08-24,Japanese,Canada
Morgan,Freeman,1951-12-28,Japanese,Korea
Melissa,Leo,1994-04-17,German,Canada
Stephen,Sondheim,1977-04-09,Chinese,Korea
Rachel,Crow,2001-11-11,English,China
Nam-gil,Kim,1950-10-09,French,France
Dan,Renton,1978-08-19,English,United States
Jim,Norton,1999-06-13,English,France
Trevor,Jackson,1987-05-30,Japanese,United States
K?vanç,Tatl?tu?,1967-01-18,Spanish,Germany
Jesuíta,Barbosa,1999-01-22,English,Canada
Cleo,Pires,1956-03-16,Spanish,Canada
Blanca,Portillo,1996-09-18,Korean,Germany
Daveed,Diggs,1970-07-27,Chinese,Canada
Martina,Stoessel,1954-02-08,English,Spain
Peter,Kurth,2002-08-26,Chinese,France
Elena,Anaya,1976-01-10,French,United States
Bob,Odenkirk,1951-03-03,English,Germany
Michael,Bolton,1958-05-15,English,Germany
John,Boyega,1993-09-17,German,Korea
María,León,1952-10-15,English,Korea
Francesco,Carril,1966-01-05,French,France
Thomas,Blanchard,1983-04-01,English,China
Bill,Milner,1992-09-30,Spanish,France
Cristela,Alonzo,1982-07-10,English,United States
Josh,Peck,1978-05-18,Korean,Korea
Neal,Brennan,1968-04-13,Spanish,Canada
Paul,Kalkbrenner,2003-01-11,Korean,France
Florian,Teichtmeister,1986-09-02,Chinese,Germany
Jürgen,Vogel,1969-06-14,Japanese,Canada
Jonas,Nay,1987-04-29,English,Spain
Vinessa,Shaw,1974-08-05,English,Germany
Alain,Saadeh,1995-08-26,French,United States
Narges,Rashidi,1954-04-27,German,France
Sasha,Pieterse,1969-05-08,Spanish,Canada
Troy,Baker,1992-11-06,French,Japan
Brendan,Fletcher,1952-09-01,English,Canada
Fred,Tatasciore,1967-11-20,English,United States
Jen,Kirkman,1974-03-26,English,Spain
Deepak,Sampat,1951-01-20,German,Canada
Riki,Lindhome,1963-04-25,English,Canada
Devon,Terrell,1950-11-19,Spanish,United States
Jacki,Weaver,2001-02-23,German,United States
Eddie,Hall,1959-05-24,English,Germany
Colin,Morgan,1993-09-08,English,France
Lamis,Ammar,1990-09-02,Japanese,France
Ricardo,OFarrill,1967-01-15,Chinese,United States
Noah,Britton,2002-09-18,English,China
Mariah,Carey,1975-06-29,English,Canada
James,Badge,1957-07-05,Korean,China
Jesse,Plemons,1998-06-30,German,Canada
Sarah,Paulson,1963-04-14,English,Spain
Satnam,Singh,1965-10-29,English,United States
Reggie,Watts,2000-07-29,German,Germany
Toki,Pilioko,1963-12-19,Korean,Germany
Leonard,Nimoy,1953-02-03,English,Japan
Morgan,Saylor,1961-06-18,English,Japan
Usha,Naik,1964-12-13,Korean,China
Ben,Hyland,1952-07-08,Chinese,China
Carlos,Alcántara,1971-06-14,German,France
Dinesh,Ravi,1967-04-29,English,Germany
Linas,Phillips,1950-09-01,English,United States
Richard,Pryor,1998-06-18,French,United States
Ritwick,Chakraborty,2003-07-05,French,United States
Olga,Breeskin,1979-08-23,English,France
Michael,Che,1967-09-15,Chinese,United States
James,Wolk,1995-10-15,Japanese,United States
Joyraj,Bhattacharya,1982-10-27,English,United States
Donald,Glover,1964-09-01,English,Germany
Déborah,Lukumuena,2001-02-18,Korean,China
Dieter,Nuhr,1983-05-14,Chinese,Germany
Rahul,Bairagi,1987-03-06,Japanese,Canada
Kathleen,Madigan,1955-07-22,German,France
Dana,Carvey,1990-09-14,Japanese,China
Julie,Walters,1978-07-18,English,United States
Norman,Lear,1985-08-31,English,Canada
Makenzie,Moss,1969-01-23,Chinese,France
Ruth,Wilson,1978-11-10,English,China
Werner,Herzog,1978-09-17,Korean,Korea
Marc,Zinga,1955-12-28,English,Japan
Yvan,Attal,2000-12-09,English,Germany
Devi,Couzigou,1952-05-30,Chinese,United States
Joe,Rogan,1993-05-06,French,France
Gérard,Depardieu,1985-08-15,Korean,Canada
Masakazu,Morita,1962-12-05,Korean,China
Mélanie,Bernier,1960-05-23,English,United States
Cai,Guo-Qiang,2000-10-20,English,United States
Carrie,Aizley,1985-03-08,Spanish,France
Justin,Timberlake,1962-01-13,Korean,Canada
Russell,Peters,1989-06-07,French,Canada
Jamie,Dornan,1971-06-14,Spanish,France
A.J.,LoCascio,1963-05-11,French,Canada
Ande,Cunningham,1951-01-16,German,Canada
Marco,Ricca,1993-11-07,Korean,France
Mohammad,Amir,1967-12-19,English,Canada
Agustín,Silva,1977-08-06,German,Korea
Udo,Kier,2000-02-21,English,Japan
Jeroen,van,1984-09-19,Korean,United States
Suraj,Sharma,1976-10-15,Japanese,United States
Claudio,Bisio,2002-01-16,Korean,Korea
Cedric,the,1969-06-17,Japanese,Canada
Gene,Simmons,1975-08-29,German,Korea
Sarah,Hyland,2000-02-09,German,United States
Steve,Aoki,2003-11-09,Chinese,China
David,Cross,1960-09-12,English,China
Lavell,Crawford,1960-09-29,English,Canada
Arthur,Shawcross,1961-04-07,English,Germany
Forbes,KB,1990-02-28,English,Canada
Fran,Kranz,1970-01-07,Chinese,Germany
Tony,Robbins,1964-04-28,Spanish,China
Dominic,Purcell,1960-06-04,Korean,Spain
Yohei,Azakami,1961-05-20,English,France
Anshuman,Jha,1995-03-01,Chinese,Korea
Eric,Bana,1980-04-06,Chinese,Canada
Stef,Aerts,1953-05-13,Spanish,Canada
John,Gallagher,1953-07-28,English,Japan
Henry,Rollins,1993-06-19,English,United States
Jimmy,Carr,1951-03-18,Chinese,Germany
Sophie,Robinson,2000-12-05,Chinese,United States
Paul,Reubens,1971-11-19,Spanish,France
Michelle,Yeoh,1957-05-08,Chinese,Canada
Mick,Wingert,1982-06-15,Japanese,United States
Hannibal,Buress,1959-04-19,German,United States
Tom,Wu,1968-03-10,Spanish,Korea
Famke,Janssen,1992-03-12,English,China
Julie,Benz,1955-04-22,Spanish,Canada
Anjelah,Johnson-Reyes,1970-10-14,English,Germany
Keith,Richards,1991-10-16,Chinese,United States
Kip,Andersen,1991-02-21,Korean,Korea
Chris,Tucker,1988-03-07,English,United States
Ralphie,May,1990-12-04,English,Spain
Jacqueline,Kim,1953-05-29,Korean,Japan
Damián,Alcázar,1974-05-26,English,Spain
Bob,Weir,1972-03-19,English,Canada
David,Sampliner,1985-10-24,Korean,China
Chelsea,Peretti,1980-08-13,Japanese,France
Wyatt,Cenac,1973-02-19,English,France
James,Cameron,1965-07-17,English,Germany
Todd,Field,1963-08-31,English,China
Mitt,Romney,2000-05-28,English,Canada
Ahmed,Hassan,1957-02-09,German,Canada
Brian,dArcy,1985-09-22,French,United States
Sky,Sudberry,1962-06-01,English,Spain
Kevin,Clash,1984-05-13,French,Germany
Ken,Olin,2002-02-03,English,Canada
Daniel,J.,1987-05-08,French,Japan
Judith,Light,1984-01-07,Chinese,Canada
Pam,Dawber,1968-01-09,English,Canada
Nancy,McKeon,1988-01-01,Spanish,Korea
Ricky,Schroder,1989-09-08,German,Japan
Mario,Van,1965-05-16,French,Japan
Jill,Clayburgh,1999-03-11,French,United States
William,Devane,1958-08-16,English,Korea
Corey,Feldman,1993-06-09,English,United States
Anders,W.,2000-11-23,Spanish,Korea
Barbara,King,1996-05-11,French,Canada
Elijah,Wood,1965-12-25,English,United States
Jim,Sturgess,1978-06-03,Spanish,Spain
Divya,Dutta,1990-11-03,German,Germany
Rajneesh,Duggal,1984-02-20,Japanese,Japan
Sadiq,Daba,1978-06-18,Chinese,Japan
Adil,Hussain,1950-10-10,English,Canada
Jake,Short,1978-06-22,French,Germany
Jóhannes,Haukur,1960-02-28,English,Germany
Ayça,Erturan,1959-01-20,French,Japan
Lexi,Giovagnoli,1992-12-30,French,China
Billy,Crudup,1994-03-15,English,Canada
Steven,Strait,1980-04-03,German,Canada
Sam,Upton,1990-08-01,German,Canada
PJ,McCabe,2003-11-05,Chinese,United States
Mark,Webber,1992-01-01,English,United States
Neville,Archambault,1951-11-26,Spanish,Canada
Nicole,Brydon,1965-07-31,Chinese,Japan
Hayley,Lovitt,1976-07-09,Japanese,France
Darlene,Love,1964-06-20,German,Germany
Katee,Sackhoff,1953-11-03,Spanish,United States
Annette,Bening,1979-07-29,Spanish,China
Miles,Teller,1977-06-12,Japanese,Germany
Paul,Sidhu,1972-03-05,Chinese,United States
Diego,Capusotto,1988-04-19,German,China
Janis,Joplin,1970-04-15,English,Spain
Taher,Farouz,1987-02-18,English,China
Krzysztof,Stroi?ski,1992-01-23,English,Korea
Jake,Bickelhaupt,1955-08-07,English,China
Evan,Todd,1955-03-17,Spanish,Canada
Herjunot,Ali,1984-01-29,Japanese,Canada
Jamie,Bell,1993-06-20,English,France
Prashantt,Guptha,1958-04-25,Spanish,France
Matthew,Gray,1965-07-29,Korean,Japan
Mahira,Khan,2003-12-28,English,China
Mila,Kunis,1982-06-01,Chinese,United States
Dhruva,Padmakumar,1955-04-26,Chinese,United States
Christopher,Gorham,1978-12-09,German,Canada
Dirk,Bogarde,1968-05-18,English,Korea
Malcolm,McDowell,1959-01-11,French,Germany
Debra,Winger,1997-10-26,Japanese,Canada
Tom,Fassaert,1996-06-29,Spanish,Germany
Charlie,Sheen,1977-07-10,French,United States
Laura,Flannery,2002-10-08,Spanish,Spain
Bonnie,Somerville,1960-07-24,English,Germany
